	Anchor 1	Anchor 2	Alternative 1.1	Alternative 1.2	Correct Alternative	ID	# Votes out of 5 for Correct Alternative	style type
574	Her parents moved from Gomel, Belarus after the Chernobyl nuclear accident in 1986 affected the region.	His parents moved from Gomel, Belarus after the Chernobyl nuclear accident in 1986.	The Renault Vel Satis is an executive car produced by the French manufacturer Renault.	The Renault Vel Satis is a car manufactured by Renault a French company.	1	QQ_c-1828-s-t5-1828_c-490-s-t5-490--0	4	simplicity
575	It is the third-largest part of China covering about 1,200,000 km ² (463,000 sq mi) or 12 % of China's land area.	It is the third-largest subdivision of China spanning about 1,200,000 km ² (463,000 sq mi) or 12 % of China's land area.	Since no one else showed interest,Cave started the task himself.	When no one showed any interest, Cave took on the task by himself.	1	QQ_s-t1-1835-c-1835_s-t1-2163-c-2163--0	4	simplicity
576	It had maximum sustained winds of, and a minimum pressure of 1002 mbar.	It had maximum sustained winds and a minimum pressure of 1002 mbar.	On August 15 an eye developed within the storm as a result of the convection converted into bands to become winds of hurricane strength.	On August 15, convection organized into bands, and as its winds approached hurricane strength, an eye developed within the storm.	2	QQ_c-1849-s-t7-1849_s-t7-2096-c-2096--1	4	simplicity
577	He has written and arranged scores for more than 500 film and television productions.	He has composed and arranged scores for more than 500 film and television productions.	The series attempted to create a setting of a gritty, realistic police station similar to that of NYPD Blue, but put off by focusing on the unformed police officers not the detectives.	The series attempted to create a setting of a gritty, realistic police station similar to that of NYPD Blue, but differed by focusing on the uniformed police officers rather than the detectives.	1	QQ_s-t0-1859-c-1859_s-t0-2033-c-2033--0	4	simplicity
578	He threw Jörmungandr into the great ocean that surrounds Midgard.	He tossed Jörmungandr into the great ocean that encircles Midgard.	She was also a speech teacher there.	She was also instructor in declamation there.	1	QQ_s-t1-1860-c-1860_s-t1-1871-c-1871--0	4	simplicity
579	Different species resemble different rodents.	Physically, they may resemble mice, rats, voles, or hamsters, depending on the species and subfamily.	Telephone cables ran through the tunnels, down the cliff and under the dock to batteries on the other side.	Telephone cables ran through the tunnels, down the cliff and under the harbour to batteries on the other side.	1	QQ_s-t3-1877-c-1877_s-t3-1776-c-1776--0	4	simplicity
580	To score consistent hits at medium or long range, players must aim using the iron sights on their guns.	To score regular hits from medium or long range, shooters must aim using their gun sights.	Mariel of Redwall is a fantasy book by Brian Jacque from 1991.	Mariel of Redwall is a fantasy novel by Brian Jacques, published in 1991.	2	QQ_c-1897-s-t5-1897_s-t5-48-c-48--1	4	simplicity
581	The 1974 Atlantic hurricane season officially began on June 1, 1974, and lasted until November 30, 1974.	The 1974 Atlantic hurricane  time officially began on June 1, 1974, and lasted until November 30, 1974.	A few years later, in 1840, General Zorawar Singh invaded Baltistan, captured the Raja of Skardu, who had sided with the Ladakhis, and annexed his country.	A few years later, in 1840, General Zorawar Singh invaded Baltistan, took capture of the Raja of Skardu, who had sided with the Ladakhis, and then added the Raja's country to his own territory.	1	QQ_c-1902-s-t5-1902_c-2112-s-t5-2112--0	3	simplicity
582	Inductors are also employed in electrical transmission systems, where they are used to depress voltages from lightning strikes and to limit switching currents and fault current.	Inductors are also used in electrical transmission systems where they are used to lower voltage from lightning strickes and limit switching currents and fault current.	Her parents moved from Gomel, Belarus in 1986 after Chernobyl.	Her parents moved from Gomel, Belarus after the Chernobyl nuclear accident in 1986 affected the region.	2	QQ_c-1908-s-t0-1908_s-t0-1828-c-1828--1	4	simplicity
583	Boorowa is a farming town in Australia	Boorowa is a farming town in New South Wales, Australia.	Carpets, rugs, velvet, velour and velveteen are made by blending a second yard through woven cloth, creating the upper, raised layer.	Carpets, rugs, velvet, velour, and velveteen, are made by interlacing a secondary yarn through woven cloth, creating a nap or pile.	1	QQ_s-t4-1917-c-1917_s-t4-1526-c-1526--0	5	simplicity
584	Some prefer to soak the lentils for an extended time and discard the water.	Some like to soak lentils for a long time to put out water.	It is most commonly used in cooking and pottery.	It's often used in cooking and pottery.	1	QQ_c-1943-s-t6-1943_c-2043-s-t6-2043--0	5	simplicity
585	The storm continued to the southwest while deep convection persisted near the center.	The storm continued southweast while deep convection continued at the center.	"A historian has stated that ""it was quinine's efficacy that gave colonists fresh opportunities to swarm into the Gold Coast, Nigeria and other parts of west Africa""."	"A historian has said that ""it was quinine's potency that gave colonists fresh options to move as large numebrs into the Gold Coast, Nigeria and other parts of west Africa""."	1	QQ_c-1954-s-t4-1954_c-274-s-t4-274--0	5	simplicity
586	Catching two tiger moths is an extraordinary achievement by such a young bat, all the bats admire him for that.	All the bats admire him, and he claims to have caught two tiger moths which are known by all the others in the colony to be an extraordinary achievement by such a young bat.	Simplification By far the most common form of language reform, simplification involves spelling simplification (cf.	Simplification is so far the most common form of language betterment, it involves spelling simplification (cf).	2	QQ_s-t2-1978-c-1978_c-1989-s-t2-1989--1	3	simplicity
587	Lyndon B. Johnson's speech describing his Great Society program also occurred at UM.	Lyndon B. Johnson's speech outlining his Great Society program also occurred at UM.	They simply groan in disapproval in situations where a human toddler throw a tantrum.	They often simply groan in disapproval in situations where a human toddler would throw a tantrum.	1	QQ_s-t0-1994-c-1994_s-t0-2024-c-2024--0	5	simplicity
588	Puerto Rico consists of the main island and other smaller islands.	Puerto Rico consists of the main island of Puerto Rico and various smaller islands, including Vieques, Culebra, Mona, Desecheo, and Caja de Muertos.	Sivry-Rance is a Walloon municipality located in the Belgian province of Hainaut.	Sivry-Rance is a Walloon city located in the Belgian province of Hainaut.	2	QQ_s-t7-1999-c-1999_c-819-s-t7-819--1	5	simplicity
589	They can come to mind at any sand at edge of sea with breaking waves, including the earth's seas, seas, and greatly sized lakes such as the Great lakes in the United States of America and Canada.	They can occur at any beach with breaking waves, including the world's oceans, seas, and large lakes such as the Great Lakes in the United States of America and Canada.	Alkaloids are made by a large selection of organisms, including bacteria, fungi, plants, and animals and are part of the group of natural products (also called secondary metabolites).	Alkaloids are produced by a large variety of organisms, including bacteria, fungi, plants, and animals and are part of the group of natural products (also called secondary metabolites).	1	QQ_s-t7-2011-c-2011_s-t7-659-c-659--0	4	simplicity
590	References External links Official site Ibanez guitars and bass museum - Ibanez instruments database, resources, user reviews, pictures History of Hoshino Gakki Co., Ltd.	References: External links, official site, Ibanez guitars and bass museum- Ibanez instruments database, resources, user reviews, pictures, History of Hoshino Gakki Co., Ltd..	The Secretary of State for Culture, Media and Sport is a United Kingdom cabinet position with responsibility for the Department for Culture, Media and Sport.	The Secretary of State for Culture Media.	1	QQ_c-2019-s-t5-2019_c-1719-s-t5-1719--0	3	simplicity
591	Convection increased on August 11, and by August 12 the interaction between a tropical wave and an upper-level low in the area resulted in a large area of disorganized thunderstorms extending from the western Caribbean Sea into the central Bahamas.	Convection went up on August 11, and by August 12, the relationship between a tropical wave and an upper-level low in the area caused a big area of disorganized thunderstorms that went from the western Caribbean Sea into the central Bahamas.	Lascaux is the setting of a complex of caves in southwestern France famous for its Paleolithic cave paintings.	Lascaux is located in south western France, and is famous for it's Paleolithic cave paintings.	1	QQ_c-2050-s-t2-2050_c-1228-s-t2-1228--0	3	simplicity
592	The term is generally applied to Morocco, Algeria, and Tunisia but old Arabic usage restrict between the high ranges of the Atlas Mountains and the Mediterranean Sea.	The term is generally applied to all of Morocco, Algeria, and Tunisia, but in older Arabic usage pertained only to the area of the three countries between the high ranges of the Atlas Mountains and the Mediterranean Sea.	The Arkansas River is a main branch of the Mississippi River.	The Arkansas River is a major tributary of the Mississippi River.	1	QQ_s-t3-2052-c-2052_s-t3-2187-c-2187--0	5	simplicity
